doc_id,replydate,replies,char_count_median,response_median,response_rating,response_likes
143333,2015-10-05,1,126,6,1,3
160730,2016-01-17,4,93,96,3,3
144416,2015-09-29,3,346,64,3,3
160730,2016-02-21,9,254,116,2,3
144493,2016-01-14,1,579,0,2,3
165619,2015-10-20,1,515,37,3,3
146825,2016-04-03,1,357,47,5,3
173538,2016-03-24,5,147,13,5,3
150914,2016-02-13,1,528,250,"",3
177088,2015-12-21,1,182,371,4,3
151889,2015-09-25,5,312,48,"",3
180401,2016-02-26,2,585,98,"",3
152839,2015-09-18,2,459,13,4,3
190139,2015-11-14,21,132,1987,"",3
153932,2015-07-13,2,415,2729,4,3
200549,2015-09-21,2,310,19,5,3
153932,2015-10-12,2,45,7,5,3
206069,2015-11-18,1,202,249,"",3
153932,2015-11-02,1,173,20,4,3
213249,2015-10-13,2,248,11,3,3
153932,2015-11-03,1,193,1,5,3
213570,2015-09-29,5,432,28,"",3
155422,2015-08-31,1,291,55,"",3
217681,2016-02-29,8,176,204,1,3
160730,2016-01-24,24,149,262,4,3
217681,2016-03-09,7,158,56,2,3
162537,2015-09-04,3,152,1060,4,3
226350,2015-09-21,9,170,34,3,3
174525,2015-10-26,1,517,298,"",3
226537,2016-02-26,1,347,56,"",3
174525,2015-11-03,1,843,181,"",3
226735,2016-01-14,1,123,59,"",3
174525,2016-04-16,2,126,657,2,3
230508,2015-09-27,2,185,8,"",3
177088,2016-01-05,1,347,49,"",3
230794,2015-10-05,3,310,191,"",3
180401,2016-01-29,2,383,89,5,3
230794,2016-02-09,2,495,92,5,3
180401,2016-02-05,1,172,94,"",3
230794,2016-02-29,1,933,81,4,3
189579,2016-01-19,1,195,329,"",3
246014,2015-10-10,1,476,13,"",3
189753,2015-09-25,9,265,93,"",3
246645,2015-10-06,23,418,157,4,3
191561,2015-11-04,1,316,78,4,3
257727,2015-12-17,1,324,67,3,3
193298,2015-09-28,11,301,18,4,3
263869,2016-03-03,2,169,6,"",3
193353,2016-02-15,4,163,221,5,3
280792,2015-12-06,4,76,312,4,3
200549,2015-10-04,1,493,50,"",3
280792,2016-02-16,3,204,50,"",3
205638,2016-02-08,1,599,270,3,3
287745,2015-12-29,1,115,7,"",3
210085,2015-09-09,2,139,6,3,3
294084,2015-12-27,5,87,46,"",3
211095,2015-09-14,1,108,392,"",3
294084,2015-12-30,5,74,322,"",3
213249,2015-12-27,1,280,132,3,3
294084,2016-01-05,8,139,19,3,3
218897,2016-04-05,4,145,38,5,3
294084,2016-02-14,8,119,173,2,3
222907,2016-04-09,1,102,14,5,3
325006,2016-02-12,11,103,63,5,3
226537,2016-02-24,2,140,85,5,3
325006,2016-02-16,7,114,18,3,3
229440,2016-01-29,2,194,"",4,3
333838,2016-01-05,7,62,19,4,3
230794,2015-09-28,5,281,255,"",3
346512,2016-04-12,3,462,0,5,3
230794,2015-10-01,3,243,231,"",3
347002,2016-02-16,1,244,185,"",3
235993,2015-10-21,1,141,14,4,3
348004,2016-04-23,6,217,0,5,3
246645,2015-10-08,15,449,175,3,3
358016,2016-02-24,1,401,80,4,3
276026,2015-12-11,2,760,7,"",3
375491,2016-04-09,6,112,74,2,3
281409,2015-10-30,4,561,21,"",3
399135,2016-03-05,1,1886,108,"",3
281409,2015-10-31,4,869,60,"",3
425034,2016-02-10,1,290,381,4,3
284673,2015-11-20,4,335,163,4,3
426073,2016-03-06,1,190,98,"",3
285410,2016-01-11,7,295,159,"",3
516243,2016-03-17,11,376,126,1,3
294084,2015-11-20,7,96,55,"",3
615068,2016-04-21,2,121,48,5,3
294084,2015-11-21,2,111,79,2,3
294084,2016-02-04,15,186,563,5,3
294084,2016-04-14,11,258,9903,5,3
315118,2015-11-23,2,685,14,4,3
356512,2016-02-02,2,588,86,5,3
361382,2016-02-08,1,568,11,3,3
375491,2016-04-01,21,140,96,5,3
412057,2016-03-12,8,120,14,3,3
412057,2016-04-26,7,129,141,5,3
433007,2016-03-11,4,297,70,"",3
433156,2016-03-11,1,1157,95,4,3
471825,2016-02-29,4,220,742,"",3
473224,2016-04-07,2,207,11,2,3
516243,2016-03-21,6,330,329,5,3
516243,2016-03-26,1,635,192,5,3
524972,2016-03-10,3,617,27,5,3
615068,2016-04-17,2,109,84,2,3
540,2016-01-29,1,269,42,5,2
255,2016-03-21,1,180,14,5,2
637,2015-09-06,1,388,16,"",2
1160,2015-10-07,1,253,34,5,2
802,2015-10-29,1,289,2223,5,2
1254,2016-04-13,1,334,0,5,2
1541,2016-04-14,1,318,0,5,2
1589,2016-04-02,2,301,64,5,2
2293,2016-03-05,1,325,4,"",2
3140,2016-04-01,1,268,0,"",2
2410,2016-02-05,4,82,0,3,2
5876,2016-03-06,5,439,277,4,2
3155,2015-10-05,2,386,8,3,2
5876,2016-03-25,2,292,628,5,2
3412,2015-12-24,2,35,109,"",2
6010,2015-08-08,1,323,9,"",2
3412,2016-01-07,2,15,6,2,2
7343,2015-11-10,1,111,89,3,2
4179,2015-08-08,3,330,350,"",2
7707,2015-09-26,3,145,245,3,2
4284,2016-03-31,2,272,487,5,2
7931,2016-01-27,2,202,0,5,2
4584,2016-04-01,2,133,0,5,2
8617,2015-10-02,8,227,19668,5,2
4779,2015-08-28,1,350,107,4,2
8743,2015-11-16,1,75,240,"",2
5876,2016-03-10,3,529,297,4,2
8999,2015-09-01,1,218,32,3,2
6370,2016-01-29,1,711,558,4,2
8999,2015-11-29,1,311,125,3,2
7506,2015-09-28,1,123,392,3,2
9830,2015-08-12,3,141,15,"",2
8617,2015-08-08,18,288,249,5,2
9830,2015-08-17,10,163,1089,4,2
8617,2015-09-27,3,461,11673,"",2
9830,2015-08-19,6,201,54,4,2
8999,2015-09-19,1,754,142,"",2
9830,2015-09-05,6,159,149,4,2
8999,2016-01-13,1,465,47,4,2
9830,2015-09-16,4,188,22,5,2
9830,2015-11-23,8,160,302,3,2
9830,2015-10-04,9,216,21646,5,2
9830,2015-12-08,14,112,836,4,2
9830,2015-10-08,12,180,28680,1,2
9830,2016-01-31,5,108,443,5,2
9830,2015-10-09,16,206,34378,3,2
9830,2016-04-12,1,438,331,"",2
9830,2015-11-05,5,191,243,"",2
9928,2015-10-27,1,428,7,5,2
9830,2015-12-14,8,50,116,"",2
9928,2016-01-10,1,325,1279,3,2
9830,2016-01-04,4,67,297,5,2
11614,2016-04-08,3,439,26,5,2
11068,2015-12-08,10,396,0,4,2
13280,2016-03-11,2,280,52,"",2
11353,2015-12-13,1,137,126,"",2
14142,2016-04-25,1,637,371,5,2
11353,2016-03-11,1,42,11,"",2
14694,2015-12-17,1,182,15,"",2
11614,2016-04-06,2,397,26,"",2
17749,2015-09-15,4,173,24,"",2
11614,2016-04-15,2,59,5,"",2
17749,2015-11-21,2,118,3,5,2
13280,2016-03-03,2,209,349,5,2
17749,2016-01-23,2,51,39,"",2
14080,2016-02-12,3,198,"",3,2
17749,2016-01-25,2,59,13,"",2
14437,2016-02-26,1,350,9,"",2
17749,2016-02-02,5,173,15,5,2
14437,2016-03-01,1,44,34,3,2
17749,2016-02-09,7,88,16,5,2
14694,2016-02-14,1,129,780,"",2
17749,2016-02-15,3,162,61,3,2
15437,2015-09-06,1,1133,1401,"",2
17749,2016-03-28,7,145,12,5,2
15437,2015-09-08,1,1033,63,"",2
17749,2016-04-12,6,177,7,5,2
15919,2015-12-15,1,1030,394,"",2
18892,2016-04-22,1,58,17,5,2
16996,2016-01-29,1,137,"",5,2
18894,2016-01-26,1,233,128,"",2
17749,2015-09-23,3,247,59,1,2
19135,2015-08-12,2,150,386,"",2
17749,2015-10-05,2,216,8,3,2
19135,2015-08-14,1,201,95,"",2
17749,2015-11-14,1,106,80,"",2
19135,2015-08-28,2,149,16,3,2
17749,2015-12-12,5,298,48,"",2
19135,2015-10-03,6,111,21,2,2
17749,2016-01-02,8,110,58,"",2
19135,2016-04-27,5,163,444,5,2
17749,2016-01-17,5,155,20,3,2
19428,2015-09-07,1,231,747,1,2
17749,2016-01-24,7,68,21,3,2
19428,2015-11-24,1,223,363,"",2
17749,2016-02-23,6,183,9,"",2
19734,2015-08-27,3,144,53,3,2
17749,2016-03-23,6,109,166,5,2
19734,2015-09-11,2,112,43,3,2
17749,2016-04-10,4,367,17,5,2
19734,2015-12-21,1,203,40,"",2
18892,2016-04-07,3,74,179,5,2
19734,2016-01-05,2,75,14,3,2
18892,2016-04-11,3,98,191,2,2
19734,2016-01-13,1,488,56,"",2
18892,2016-04-24,3,134,71,2,2
19860,2016-01-05,2,317,252,5,2
19135,2015-09-02,4,122,174,"",2
20266,2015-09-27,5,145,32,"",2
19135,2015-11-26,2,195,490,"",2
21133,2016-04-05,6,126,137,5,2
19135,2016-01-30,2,99,53,3,2
21337,2016-01-30,2,102,13,3,2
19135,2016-02-11,1,100,226,"",2
21795,2015-08-02,2,215,57,4,2
19135,2016-04-21,13,162,163,"",2
21795,2016-03-04,1,164,269,4,2
19135,2016-04-24,7,222,77,5,2
21802,2015-10-20,4,356,23,"",2
19428,2016-03-24,1,361,441,5,2
26096,2016-02-25,9,135,459,3,2
19734,2015-08-28,1,136,22,3,2
26403,2015-11-18,3,313,145,"",2
19734,2015-12-06,1,113,10,"",2
26403,2015-11-23,7,305,304,3,2
19799,2016-03-28,1,128,67,5,2
26707,2015-12-28,3,138,9,3,2
19860,2015-12-04,2,799,22,4,2
26707,2016-01-02,1,248,12,"",2
19860,2016-01-04,1,234,151,"",2
26707,2016-02-01,3,233,77,4,2
20326,2016-01-04,2,338,218,"",2
27024,2015-08-11,5,368,1472,3,2
20451,2016-01-12,4,68,41,"",2
27024,2015-09-02,13,353,489,3,2
21133,2015-12-08,6,189,46,4,2
27024,2015-09-08,1,683,61,"",2
21133,2015-12-15,4,287,17,"",2
27024,2015-09-25,4,450,239,"",2
21133,2016-02-16,1,171,99,4,2
27048,2016-02-01,3,401,109,2,2
21133,2016-03-10,4,120,100,3,2
27048,2016-02-06,4,633,72,3,2
21133,2016-03-25,8,161,209,5,2
27048,2016-02-19,5,784,40,4,2
21133,2016-04-09,4,162,385,5,2
27048,2016-02-27,6,782,18,5,2
21795,2015-08-16,1,201,26,"",2
27343,2015-09-09,1,224,58,"",2
21795,2016-04-11,1,1015,39,"",2
27811,2016-04-08,5,165,0,5,2
21802,2015-08-18,1,208,25,"",2
27811,2016-04-13,7,191,0,5,2
24718,2015-10-04,1,596,20,"",2
27811,2016-04-20,12,239,0,5,2
25608,2016-04-08,4,120,301,5,2
28575,2015-10-02,7,369,559,3,2
26096,2016-03-05,14,105,0,5,2
28575,2016-01-18,7,505,555,5,2
26403,2015-12-08,7,181,335,3,2
28575,2016-01-23,5,459,161,3,2
26403,2015-12-16,1,208,78,"",2
30942,2015-08-04,1,465,26,4,2
26707,2016-01-01,1,360,22,"",2
30992,2016-01-06,1,652,0,"",2
26707,2016-01-10,2,132,18,2,2
31363,2015-12-09,1,348,255,"",2
27024,2015-09-24,3,593,186,"",2
33029,2016-02-02,1,256,112,4,2
27048,2016-01-27,1,499,198,3,2
33029,2016-02-11,2,230,247,"",2
27048,2016-01-31,4,624,52,5,2
33062,2015-11-06,4,608,71,"",2
27048,2016-03-14,7,501,161,2,2
33062,2015-11-10,5,512,467,4,2
28467,2016-02-12,1,18,68,"",2
33062,2015-12-05,4,239,0,"",2
28575,2015-11-02,5,295,191,4,2
33062,2015-12-19,6,435,0,4,2
28575,2015-11-04,4,231,568,"",2
33062,2016-01-16,3,346,0,5,2
28575,2015-11-27,10,284,212,3,2
33062,2016-01-26,5,155,160,4,2
28575,2015-12-03,5,313,7778,5,2
33062,2016-02-01,2,143,68,4,2
28575,2016-03-07,3,463,155,5,2
33062,2016-04-21,1,205,547,"",2
28845,2016-03-23,2,161,18,5,2
35064,2015-07-30,3,314,838,4,2
30340,2015-11-06,1,294,121,"",2
35064,2015-08-13,2,118,22,4,2
30461,2015-08-17,8,188,2780,"",2
35064,2015-10-08,14,114,321,1,2
30880,2015-08-05,4,201,405,"",2
35064,2015-10-29,13,92,236,3,2
30880,2015-08-24,5,233,2904,3,2
35064,2015-11-24,5,135,131,5,2
30942,2015-08-02,1,179,151,"",2
35811,2016-03-30,7,141,339,5,2
30942,2015-08-09,8,295,904,"",2
37438,2015-08-12,8,184,386,"",2
30942,2015-08-12,2,153,22,4,2
37438,2015-09-09,6,269,147,4,2
30942,2015-10-13,2,251,4,4,2
37438,2015-10-02,1,187,259,"",2
30992,2016-03-19,1,230,102,5,2
37438,2015-10-10,4,205,258,3,2
32222,2016-02-19,1,628,55,"",2
39434,2015-09-09,4,414,245,"",2
32969,2016-04-23,1,267,35,5,2
39787,2015-09-26,1,482,73,3,2
33029,2016-01-13,2,316,0,"",2
41586,2015-08-26,1,499,449,"",2
33062,2015-12-10,4,107,807,4,2
41665,2015-11-17,1,215,-1,3,2
33062,2015-12-26,6,308,0,5,2
42701,2016-03-17,10,103,59,5,2
33062,2016-02-06,3,254,0,5,2
42888,2015-12-10,1,204,33,"",2
33948,2015-08-26,1,130,13,"",2
42919,2016-01-12,1,504,278,"",2
33976,2016-03-12,2,257,46,2,2
43801,2016-03-23,1,402,0,5,2
34348,2016-01-05,1,176,10,"",2
44096,2016-03-26,19,37,294,5,2
34348,2016-02-18,1,261,72,"",2
44575,2016-02-07,2,342,21,5,2
34697,2015-10-19,1,162,1076,"",2
44575,2016-04-27,4,405,243,2,2
35064,2015-08-05,4,225,39,4,2
45063,2016-01-26,1,306,1082,"",2
35064,2015-08-11,11,168,700,"",2
45091,2015-11-20,1,146,32,"",2
35064,2015-10-11,4,117,247,3,2
46169,2015-08-14,2,510,139,"",2
35064,2016-02-14,3,90,508,"",2
46717,2016-04-25,3,212,183,"",2
35496,2015-08-25,2,276,528,"",2
46894,2016-02-18,5,231,227,"",2
37438,2015-10-01,4,184,177,3,2
47144,2015-11-23,3,77,58,"",2
37438,2015-10-11,5,249,166,3,2
47144,2016-01-16,1,149,107,"",2
37438,2015-10-15,3,167,136,"",2
47144,2016-02-16,1,253,84,"",2
37438,2015-10-25,5,245,218,5,2
47144,2016-02-27,1,54,138,"",2
37438,2015-11-21,4,198,384,5,2
47144,2016-03-03,2,32,6,"",2
37438,2015-11-26,2,207,147,5,2
47188,2016-04-01,1,213,37,5,2
37438,2015-12-05,1,478,23,5,2
47777,2016-04-21,3,96,166,2,2
39889,2016-03-25,1,201,1027,5,2
47777,2016-04-24,3,118,287,5,2
39994,2016-03-09,2,191,117,4,2
48076,2015-11-23,1,69,28,1,2
40799,2015-12-17,1,145,0,3,2
51806,2015-08-29,2,106,33,3,2
40799,2016-01-13,2,129,"","",2
51806,2015-09-29,22,249,160,3,2
41158,2015-09-25,1,532,44,4,2
52953,2015-09-04,2,832,4748,"",2
41586,2015-09-08,1,889,19,"",2
52953,2015-09-22,3,854,184,4,2
42581,2016-04-05,5,305,0,5,2
55377,2015-09-14,4,268,9,"",2
42919,2015-09-02,3,190,356,"",2
58800,2016-03-28,3,135,0,5,2
43801,2015-08-29,1,244,117,3,2
59726,2016-03-30,1,501,64,5,2
44096,2016-04-15,15,69,148,5,2
60815,2016-01-29,1,321,68,"",2
44096,2016-04-17,12,23,868,2,2
62938,2016-01-25,1,126,633,"",2
44958,2016-04-07,1,830,180,"",2
66679,2015-09-12,1,206,12,"",2
45091,2015-09-30,1,212,60,"",2
70064,2016-03-10,1,231,32,"",2
45258,2016-02-17,1,140,74,3,2
71361,2016-02-05,1,1057,48,"",2
45603,2016-02-05,2,219,0,5,2
71601,2016-02-11,1,117,7,4,2
46057,2016-01-23,7,283,130,3,2
74801,2015-08-30,1,228,380,"",2
46717,2016-04-15,1,174,296,"",2
81838,2016-03-18,3,133,122,5,2
47144,2015-10-12,2,227,1,3,2
82051,2016-01-06,3,320,34,4,2
47144,2015-10-21,3,149,23,"",2
82051,2016-02-10,3,167,53,5,2
47144,2015-11-07,2,124,-2,"",2
84460,2016-01-01,11,50,0,5,2
47144,2015-12-23,1,89,14,"",2
84460,2016-03-02,14,103,26,"",2
47294,2016-03-18,2,237,0,5,2
84460,2016-03-08,8,101,828,5,2
47294,2016-03-20,1,55,78,"",2
86772,2015-10-28,1,863,166,4,2
48862,2015-09-11,3,168,862,"",2
87120,2015-12-22,1,125,7,"",2
49450,2015-11-30,1,209,21,"",2
87429,2015-12-06,2,64,151,"",2
51806,2015-09-07,1,102,16,"",2
87441,2016-04-23,1,672,408,5,2
51806,2015-09-21,1,122,7,"",2
91588,2015-09-02,2,233,15,3,2
52953,2015-08-26,1,718,109,3,2
92228,2016-03-12,1,160,78,5,2
52953,2015-09-27,12,555,1793,4,2
93339,2015-11-16,1,365,2,"",2
52953,2015-11-18,16,554,40,5,2
93339,2015-11-18,1,219,589,"",2
56660,2016-03-07,1,266,150,"",2
94938,2015-12-18,1,179,43,3,2
57516,2016-04-07,1,366,8204,"",2
94938,2016-01-25,1,179,1451,"",2
58980,2015-08-30,1,289,15,"",2
94940,2015-12-29,1,277,104,"",2
61495,2015-12-29,2,55,"","",2
95694,2015-08-06,4,143,3,"",2
67622,2015-08-26,2,176,39,"",2
95694,2015-08-21,2,139,5,"",2
81838,2016-02-05,5,141,78,4,2
95939,2016-01-28,2,240,51,"",2
82051,2016-01-12,4,459,94,"",2
96173,2016-01-12,3,591,0,3,2
82051,2016-04-14,2,230,227,5,2
96173,2016-01-13,1,1204,0,"",2
84060,2015-10-01,2,161,436,"",2
96173,2016-01-16,2,513,0,"",2
84460,2016-01-08,1,108,4,3,2
96547,2015-12-30,2,335,0,4,2
84460,2016-02-22,2,60,8,4,2
96547,2016-01-30,18,202,99,5,2
86772,2015-10-17,3,381,182,3,2
96547,2016-02-14,18,259,34,1,2
86772,2016-02-11,1,539,175,4,2
96831,2016-03-05,1,275,154,"",2
86899,2016-02-10,1,173,421,1,2
96831,2016-03-13,1,71,21,3,2
87221,2015-11-24,1,114,206,"",2
97383,2016-03-09,1,548,66,2,2
87429,2015-09-04,10,126,70,1,2
97383,2016-03-20,2,229,73,5,2
89883,2015-10-19,1,74,121,5,2
100687,2015-09-30,1,196,87,"",2
93339,2015-12-21,1,115,117,"",2
105988,2015-10-02,1,128,7,"",2
93970,2015-11-08,1,49,115,"",2
112492,2016-02-12,3,181,0,5,2
95694,2015-08-18,5,238,112,4,2
113139,2016-04-27,1,492,39,5,2
95694,2015-08-22,5,248,53,1,2
114050,2015-08-18,1,317,84,"",2
95694,2015-08-30,1,166,208,3,2
116172,2016-03-18,1,126,10,5,2
95801,2016-04-12,1,270,346,5,2
118277,2015-09-27,1,356,5,"",2
95950,2015-09-23,5,204,32,"",2
118893,2015-08-28,5,147,134,3,2
96141,2016-03-19,8,219,0,5,2
118893,2015-11-30,2,142,4,"",2
96173,2016-01-04,4,271,0,3,2
118969,2015-11-08,2,251,58,4,2
96173,2016-01-23,2,187,0,"",2
119773,2016-03-05,3,643,69,3,2
96483,2016-02-02,3,237,53,4,2
122849,2016-04-12,1,96,6,5,2
96483,2016-02-08,2,52,40,"",2
122904,2016-03-30,1,286,528,5,2
96483,2016-02-13,2,147,58,3,2
122904,2016-04-07,2,263,183,5,2
96483,2016-02-14,5,119,73,5,2
122904,2016-04-27,11,242,30,5,2
96483,2016-02-18,5,107,18,2,2
123102,2015-09-23,2,901,151,"",2
96547,2016-01-14,27,197,234,3,2
123102,2015-09-28,1,804,789,"",2
96547,2016-02-02,11,228,0,5,2
123102,2015-10-03,2,582,250,4,2
96831,2016-03-27,2,179,9,5,2
123102,2015-10-05,1,939,497,3,2
97383,2016-02-21,5,510,224,5,2
123102,2015-12-27,2,357,62,"",2
97465,2016-02-11,1,414,43,5,2
123102,2016-01-07,2,223,17,4,2
98319,2016-03-22,1,286,24,5,2
123212,2015-09-05,4,230,270,3,2
99227,2015-10-07,3,168,62686,"",2
125150,2016-04-13,7,164,42,5,2
101906,2016-04-08,2,146,0,2,2
126653,2015-10-05,4,184,93,"",2
104565,2016-04-11,3,155,31,5,2
128606,2015-12-14,2,391,49,5,2
105988,2015-12-14,1,213,40,"",2
128606,2016-02-10,1,130,73,5,2
107567,2015-10-29,14,133,2989,3,2
129796,2016-02-26,9,127,68,"",2
109193,2016-04-28,2,44,12,2,2
130160,2016-02-15,2,38,189,"",2
112492,2016-04-10,1,236,0,5,2
130160,2016-03-03,8,94,129,3,2
112569,2016-02-12,3,139,10,3,2
130160,2016-03-14,1,112,150,"",2
113638,2015-09-12,1,193,6,"",2
130478,2016-01-19,7,155,4908,5,2
114050,2015-08-21,2,153,165,"",2
132772,2016-01-24,2,91,"","",2
114050,2015-11-02,1,140,131,"",2
138490,2016-03-02,2,89,47,"",2
116172,2016-04-07,2,51,12,5,2
138490,2016-03-06,2,45,65,3,2
118277,2015-10-03,1,399,34,4,2
138490,2016-03-20,1,130,221,"",2
118893,2015-08-30,5,198,59,3,2
138490,2016-03-29,1,127,51,5,2
118893,2015-09-05,5,147,83,2,2
138490,2016-04-16,1,226,16,"",2
118893,2015-11-25,2,133,1,"",2
138525,2016-01-13,6,70,57,3,2
118893,2016-01-08,1,73,35,"",2
138793,2016-03-26,44,321,637,5,2
118969,2016-04-19,1,118,20,5,2
138793,2016-04-21,3,254,155,5,2
119773,2016-02-18,2,418,124,5,2
138806,2016-01-30,1,723,0,5,2
119773,2016-03-14,14,142,45,4,2
138806,2016-02-04,1,1001,0,5,2
119773,2016-03-20,8,181,76,"",2
139753,2015-10-11,1,229,1,3,2
119773,2016-04-17,1,421,30,"",2
140164,2016-01-18,2,344,78,"",2
122904,2016-04-13,3,294,54,5,2
140164,2016-02-19,4,239,23,3,2
122904,2016-04-19,1,358,40,5,2
140164,2016-04-07,3,362,109,2,2
123102,2015-10-14,1,1034,756,4,2
140576,2015-10-23,4,547,144,3,2
123102,2015-12-20,1,969,1460,5,2
140576,2015-11-18,1,272,424,"",2
123102,2016-03-16,1,591,348,"",2
140605,2015-09-06,3,247,202,5,2
123102,2016-04-12,2,444,46,5,2
140605,2016-02-10,3,261,0,5,2
123803,2015-10-25,1,262,40,5,2
140684,2015-09-24,9,373,1784,"",2
130160,2016-03-19,3,246,1023,"",2
144416,2015-08-25,2,349,88,3,2
130160,2016-04-14,2,155,190,5,2
144416,2015-09-16,5,334,40,3,2
130478,2015-11-09,2,226,406,3,2
144416,2015-09-23,5,368,49,4,2
130478,2016-03-23,8,117,396,5,2
144416,2015-09-27,8,289,180,4,2
131142,2016-01-25,1,310,164,5,2
144416,2015-10-02,2,462,34,3,2
131142,2016-01-26,1,712,259,"",2
144416,2015-10-05,4,341,68,3,2
131142,2016-03-05,2,325,170,3,2
144416,2015-10-15,2,244,6,"",2
138806,2016-01-14,4,760,0,4,2
144416,2015-10-22,3,308,160,"",2
138806,2016-03-03,1,556,382,"",2
144416,2015-12-13,6,225,238,3,2
138806,2016-04-20,1,644,112,5,2
144416,2016-02-19,3,306,37,4,2
138806,2016-04-25,1,508,279,5,2
144493,2016-01-29,2,246,"","",2
138876,2015-10-01,3,134,717,5,2
144493,2016-04-03,2,331,1057,5,2
140164,2016-02-09,5,244,82,5,2
148391,2016-04-24,8,527,76,4,2
140164,2016-02-13,2,293,15,5,2
150508,2016-03-08,2,16,3,"",2
140576,2015-09-16,1,171,15,"",2
151889,2015-09-06,6,220,516,"",2
140576,2015-11-14,5,289,59,3,2
151889,2015-11-06,4,240,140,4,2
140627,2016-01-07,1,334,29,"",2
151889,2015-12-29,2,141,43,5,2
140684,2015-08-25,6,551,204,5,2
152548,2015-08-26,1,314,747,"",2
144416,2015-09-19,3,264,30,4,2
152657,2015-09-23,3,247,434,"",2
144416,2015-09-21,9,270,44,4,2
153932,2015-10-07,6,133,160,4,2
144416,2015-09-25,11,317,52,3,2
153932,2015-10-13,2,29,4,4,2
144416,2015-10-19,6,226,310,3,2
153932,2015-11-04,2,161,225,4,2
144416,2015-11-12,3,274,256,3,2
153932,2016-01-20,2,146,0,4,2
144493,2016-01-28,4,230,0,5,2
153932,2016-02-12,5,185,5,"",2
144493,2016-03-03,1,372,15,"",2
155422,2015-09-05,8,194,641,3,2
148391,2016-04-21,13,518,44,5,2
155422,2015-09-09,4,169,2062,"",2
148391,2016-04-22,11,434,98,5,2
155422,2015-09-30,2,397,6,4,2
149806,2015-08-28,1,199,3,"",2
155538,2016-04-12,1,125,217,1,2
151889,2015-08-24,6,380,193,2,2
157793,2015-12-21,3,488,9,"",2
151889,2015-09-01,16,207,66,1,2
160730,2015-08-02,4,169,7,4,2
151889,2015-09-11,3,321,114,"",2
160730,2015-08-09,9,198,337,4,2
151889,2015-09-23,5,227,121,3,2
160730,2015-10-02,20,216,657,4,2
151889,2015-09-28,5,311,98,"",2
160730,2015-10-30,15,159,181,4,2
152548,2015-11-23,1,364,333,"",2
160730,2015-11-21,5,193,626,2,2
152614,2015-11-12,1,363,156,1,2
162537,2015-09-29,2,139,7,4,2
152614,2015-11-19,2,59,479,"",2
162841,2015-12-14,1,171,43,"",2
152657,2015-08-13,1,238,7069,"",2
163313,2015-12-02,1,248,7,"",2
152839,2015-09-09,2,272,125,5,2
167246,2016-02-03,5,136,878,2,2
153888,2016-03-08,1,384,35,"",2
169535,2016-03-18,10,178,356,5,2
153932,2015-12-07,1,122,-1,"",2
169535,2016-04-03,2,110,90,5,2
153932,2016-03-01,2,338,8,5,2
169853,2016-01-09,1,325,81,"",2
153932,2016-03-24,2,174,0,2,2
169853,2016-02-01,2,139,63,5,2
157793,2016-01-09,3,169,161,"",2
170081,2015-12-23,1,153,267,3,2
157793,2016-01-18,2,91,-1,"",2
173291,2016-04-10,5,232,0,5,2
158209,2015-10-01,3,212,1167,2,2
173538,2016-04-08,2,143,16,"",2
160730,2015-10-23,36,196,43629,2,2
174525,2016-03-02,3,157,296,"",2
160730,2016-01-09,4,179,267,4,2
177088,2015-11-30,1,198,49,4,2
162537,2015-11-14,1,180,79,3,2
178336,2015-08-28,2,105,5,4,2
164189,2015-10-07,1,403,397,"",2
178336,2015-08-30,16,202,7832,3,2
169535,2016-04-23,14,225,170,5,2
180401,2016-02-02,4,156,4,5,2
169853,2016-01-06,5,102,235,4,2
180401,2016-02-14,2,428,64,"",2
173538,2016-04-15,4,179,10,5,2
186264,2016-02-27,1,140,10,"",2
176211,2015-11-05,2,103,6,"",2
188270,2016-02-12,1,314,45,5,2
189727,2015-09-11,2,281,55,"",2
188560,2015-10-21,2,71,159,4,2
190139,2015-09-20,4,151,70,3,2
189727,2015-09-04,7,245,19,"",2
190139,2015-11-15,13,137,32298,3,2
189727,2015-09-27,1,479,193,3,2
190139,2016-02-24,1,188,12,5,2
190139,2015-09-30,15,216,231,3,2
192367,2016-01-15,2,139,212,"",2
190139,2016-01-05,3,757,566,4,2
192673,2016-02-12,1,145,14,5,2
190139,2016-01-08,1,78,747,1,2
193353,2016-03-26,6,306,7,5,2
190139,2016-02-12,1,648,3,3,2
198028,2016-03-21,5,149,16,"",2
190139,2016-04-02,4,289,321,2,2
199619,2016-02-16,2,254,20,3,2
191561,2015-09-26,1,458,18,4,2
200056,2015-09-11,2,158,199,3,2
192367,2016-01-16,3,251,113,"",2
200917,2016-03-02,1,398,237,4,2
193353,2016-02-11,2,268,8,5,2
205638,2016-03-05,1,672,201,"",2
195864,2015-08-31,1,641,87,"",2
206069,2015-10-13,1,254,3,2,2
199619,2015-12-18,2,145,75,4,2
206069,2015-11-22,1,120,124,2,2
203748,2015-09-04,1,704,42,"",2
206069,2015-11-30,1,176,187,"",2
205638,2016-04-20,1,350,246,5,2
207565,2016-03-30,1,259,1161,5,2
208075,2015-09-26,3,290,12,5,2
208075,2015-10-20,2,82,65,4,2
212437,2015-12-07,1,202,1,"",2
210156,2016-01-11,1,175,162,"",2
213249,2015-10-06,2,161,2,3,2
210156,2016-02-11,2,171,109,5,2
216255,2016-02-16,2,25,86,"",2
